School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach_PCTL,Year
Barnstable - Barnstable United Elementary School,200050,ELA,         273,42,          25,4,         248,38,         283,44,          91,14,         647,96,494.3,32.2,         311,,2021
Barnstable - Barnstable United Elementary School,200050,MATH,         165,26,          12,2,         153,24,         342,54,         132,21,         639,95,485.9,26.3,         312,,2021
Barnstable - Barnstable United Elementary School,200050,SCI,         120,36,          13,4,         107,32,         150,45,          63,19,         333,96,491.1,,,,2021
Barnstable - Centerville Elementary,200010,ELA,          27,47,           5,9,          22,38,          19,33,          12,21,          58,100,499.6,,,,2021
Barnstable - Centerville Elementary,200010,MATH,          17,30,           2,4,          15,26,          18,32,          22,39,          57,98,484.9,,,,2021
Barnstable - Hyannis West Elementary,200025,ELA,          27,39,           2,3,          25,36,          33,48,           9,13,          69,99,491.6,,,,2021
Barnstable - Hyannis West Elementary,200025,MATH,          10,15,           0,0,          10,15,          34,50,          24,35,          68,97,477.6,,,,2021
Barnstable - West Barnstable Elementary,200005,ELA,          25,48,           5,10,          20,38,          23,44,           4,8,          52,97,498.5,,,,2021
Barnstable - West Barnstable Elementary,200005,MATH,          10,19,           0,0,          10,19,          28,54,          14,27,          52,97,482.3,,,,2021
Barnstable - West Villages Elementary School,200045,ELA,          55,62,           7,8,          48,54,          29,33,           5,6,          89,93,503.8,,,,2021
Barnstable - West Villages Elementary School,200045,MATH,          33,38,           6,7,          27,31,          41,47,          14,16,          88,92,493.8,,,,2021
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,ELA,          44,20,           4,2,          40,18,          95,42,          85,38,         224,97,478.7,25.4,         208,,2021
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,MATH,          13,6,           0,0,          13,6,         120,55,          87,40,         220,95,473.4,14.3,         205,,2021
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,SCI,           4,8,           0,0,           4,8,          31,58,          18,34,          53,98,477.4,,,,2021
Bedford - John Glenn Middle,230305,ELA,         421,72,         120,21,         301,52,         136,23,          25,4,         582,97,513.1,45.0,         555,,2021
Bedford - John Glenn Middle,230305,MATH,         395,68,          88,15,         307,53,         173,30,          14,2,         582,97,510.1,43.0,         555,,2021
Bedford - John Glenn Middle,230305,SCI,         105,59,          30,17,          75,42,          67,38,           5,3,         177,98,506.6,,,,2021
Bedford - Lt Job Lane School,230012,ELA,         430,74,         116,20,         314,54,         136,23,          16,3,         582,99,512.2,45.1,         184,,2021
Bedford - Lt Job Lane School,230012,MATH,         380,65,          96,16,         284,49,         168,29,          34,6,         582,99,508.4,50.1,         185,,2021
Bedford - Lt Job Lane School,230012,SCI,         134,69,          40,21,          94,49,          56,29,           3,2,         193,99,511.1,,,,2021
Belchertown - Chestnut Hill Community School,240006,ELA,         214,49,          23,5,         191,44,         177,40,          47,11,         438,92,497.1,38.4,         291,,2021
Belchertown - Chestnut Hill Community School,240006,MATH,         143,33,           9,2,         134,31,         241,55,          52,12,         436,92,491.2,39.0,         291,,2021
Belchertown - Chestnut Hill Community School,240006,SCI,          71,49,           9,6,          62,42,          63,43,          12,8,         146,93,499.3,,,,2021
Belchertown - Jabish Middle School,240025,ELA,         103,34,          11,4,          92,30,         150,49,          51,17,         304,88,492.5,36.7,         293,,2021
Belchertown - Jabish Middle School,240025,MATH,         104,34,           7,2,          97,31,         159,51,          46,15,         309,89,491.0,38.0,         297,,2021
Belchertown - Jabish Middle School,240025,SCI,          62,45,          13,9,          49,36,          58,42,          18,13,         138,88,496.9,,,,2021
Belchertown - Swift River Elementary,240018,ELA,          85,62,          13,9,          72,53,          42,31,          10,7,         137,90,503.2,,,,2021
Belchertown - Swift River Elementary,240018,MATH,          41,29,           3,2,          38,27,          65,47,          33,24,         139,92,486.4,,,,2021
Bellingham - Bellingham High School,250505,ELA,          51,33,           2,1,          49,32,          85,55,          19,12,         155,95,492.8,32.2,         151,,2021
Bellingham - Bellingham High School,250505,MATH,          30,19,           2,1,          28,18,         104,67,          21,14,         155,95,485.7,19.3,         151,,2021
Bellingham - Bellingham High School,250505,SCI,          62,41,           8,5,          54,36,          79,53,           9,6,         150,94,497.9,,,,2021
Bellingham - Bellingham Memorial School,250315,ELA,         240,39,          34,6,         206,34,         293,48,          80,13,         613,98,494.9,37.8,         442,,2021
Bellingham - Bellingham Memorial School,250315,MATH,         193,31,          24,4,         169,28,         323,53,          98,16,         614,98,490.4,38.1,         443,,2021
Bellingham - Bellingham Memorial School,250315,SCI,          52,40,           5,4,          47,36,          68,52,          11,8,         131,96,495.9,,,,2021
Bellingham - Joseph F DiPietro Elementary School,250020,ELA,          36,53,           3,4,          33,49,          30,44,           2,3,          68,99,499.3,,,,2021
Bellingham - Joseph F DiPietro Elementary School,250020,MATH,          23,34,           1,1,          22,32,          35,51,          10,15,          68,99,490.1,,,,2021
Bellingham - Stall Brook,250025,ELA,          28,42,           5,8,          23,35,          26,39,          12,18,          66,100,496.8,,,,2021
Bellingham - Stall Brook,250025,MATH,          15,23,           0,0,          15,23,          27,41,          24,36,          66,100,482.8,,,,2021
Belmont - Daniel Butler,260015,ELA,         115,82,          20,14,          95,67,          24,17,           2,1,         141,99,514.3,,,,2021
Belmont - Daniel Butler,260015,MATH,          92,65,          27,19,          65,46,          44,31,           5,4,         141,99,508.8,,,,2021
Belmont - Mary Lee Burbank,260010,ELA,         127,85,          45,30,          82,55,          18,12,           5,3,         150,99,519.2,,,,2021
Belmont - Mary Lee Burbank,260010,MATH,         108,72,          21,14,          87,58,          35,23,           7,5,         150,99,510.2,,,,2021
Belmont - Roger E Wellington,260035,ELA,         176,80,          43,20,         133,60,          41,19,           3,1,         220,99,514.4,,,,2021
Belmont - Roger E Wellington,260035,MATH,         150,68,          30,14,         120,55,          59,27,          11,5,         220,99,507.4,,,,2021
Belmont - Winn Brook,260005,ELA,         157,89,          56,32,         101,57,          17,10,           2,1,         176,99,521.0,,,,2021
Belmont - Winn Brook,260005,MATH,         141,80,          49,28,          92,52,          32,18,           3,2,         176,99,517.4,,,,2021
Belmont - Winthrop L Chenery Middle,260305,ELA,         989,74,         252,19,         737,55,         285,21,          61,5,"       1,335",98,512.2,39.5,"       1,243",,2021
Belmont - Winthrop L Chenery Middle,260305,MATH,         893,67,         253,19,         640,48,         387,29,          56,4,"       1,336",98,509.7,33.8,"       1,243",,2021
Belmont - Winthrop L Chenery Middle,260305,SCI,         435,73,         133,22,         302,51,         142,24,          19,3,         596,98,512.6,,,,2021
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,ELA,         124,71,          36,21,          88,50,          38,22,          13,7,         175,98,509.2,42.2,          78,,2021
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,MATH,          81,46,          10,6,          71,41,          78,45,          16,9,         175,98,497.6,25.8,          78,,2021
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,SCI,          30,71,           6,14,          24,57,          10,24,           2,5,          42,100,508.0,,,,2021
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,4470205,ELA,         302,63,          45,9,         257,54,         157,33,          18,4,         477,98,506.5,36.2,         279,,2021
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,4470205,MATH,         246,51,          50,10,         196,41,         195,41,          37,8,         478,98,501.6,27.5,         283,,2021
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,4470205,SCI,          88,63,          16,11,          72,51,          48,34,           4,3,         140,99,505.3,,,,2021
Berkley - Berkley Community School,270010,ELA,          94,54,          14,8,          80,46,          72,42,           7,4,         173,100,502.0,,,,2021
Berkley - Berkley Community School,270010,MATH,          69,40,           7,4,          62,36,          80,46,          24,14,         173,100,493.5,,,,2021
Berkley - Berkley Middle School,270305,ELA,         206,54,          45,12,         161,42,         143,37,          36,9,         385,99,501.8,41.1,         381,,2021
Berkley - Berkley Middle School,270305,MATH,         161,42,          22,6,         139,36,         195,51,          28,7,         384,99,496.1,35.8,         379,,2021
Berkley - Berkley Middle School,270305,SCI,          81,44,           8,4,          73,40,          94,51,           8,4,         183,99,498.4,,,,2021
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,4140305,ELA,          84,47,          15,8,          69,39,          56,32,          37,21,         177,91,495.4,37.9,         159,,2021
